ano;mes;uf;especie;abatidos
2026;8;AM;BOVINOS;7940
2026;8;BA;BOVINOS;45429
2026;8;CE;BOVINOS;1052
2026;8;DF;BOVINOS;147
2026;8;ES;BOVINOS;2696
2026;8;GO;BOVINOS;254441
2026;8;MA;BOVINOS;26982
2026;8;MG;BOVINOS;161043
2026;8;MS;BOVINOS;236834
2026;8;MT;BOVINOS;518729
2026;8;PA;BOVINOS;181802
2026;8;PB;BOVINOS;310
2026;8;PE;BOVINOS;8441
2026;8;PI;BOVINOS;1172
2026;8;PR;BOVINOS;57815
2026;8;RJ;BOVINOS;664
2026;8;RN;BOVINOS;145
2026;8;RO;BOVINOS;178371
2026;8;RR;BOVINOS;3897
2026;8;RS;BOVINOS;39326
2026;8;SC;BOVINOS;3602
2026;8;SP;BOVINOS;212725
2026;8;TO;BOVINOS;81332
2026;9;BA;BOVINOS;209
2026;9;GO;BOVINOS;1388
2026;9;MA;BOVINOS;186
2026;9;MG;BOVINOS;101
2026;9;MS;BOVINOS;1333
2026;9;MT;BOVINOS;2479
2026;9;PA;BOVINOS;1010
2026;9;PR;BOVINOS;1105
2026;9;RO;BOVINOS;434
2026;9;RS;BOVINOS;70
2026;9;SP;BOVINOS;283
2026;9;TO;BOVINOS;120
